month,Algeria,Argentina,Armenia,Australia,Austria,Bangladesh,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Finland,France,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Libya,Malaysia,Mexico,Morocco,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of Korea,Republic of the Congo,Romania,Russia ,Rwanda,Saudi Arabia,Senegal,Serbia,Singapore,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Turkey,Uganda,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe,Grand Total
2021-02-01,0,13,0,19,9,3,1,4,0,0,0,30,1,34,21,3,4,1,3,0,2,1,2,6,1,1,2,22,40,2,5,0,0,1.5,0,28,7,0,1,18,3,20,1,10,0,1,1,1,3,0,8,25,1,0,45,1,2.5,4,1,0,6,2,0,1,4,2,2,0,0,0,0,0,0,2,2,0,0,20,67,0,9,1,0,4,26,0,3,187,120,1,8,0,0,1,3,893
2021-02-02,2,18,0,13,8,2,0,13,1,0,0,31,0,41,46,3,13,0,7,0,1,2,2,6,1,0,3,50,53,6,9,0,0,2,0,50,8,0,0,28,1,31,1,23,0,0,4,3,5,0,8,92,0,0,82,0,3,8,1,0,11,3,0,11,1,3,2,1,1,0,0,0,2,4,0,1,0,7,81,1,1,8,0,2,25,0,5,212,124,4,3,1,0,1,2,1205
2021-02-03,1,18,0,19,8,1,0,1,0,0,0,34,0,28,63,1,9,0,1,0,1,3,1,6,1,0,1,24,42,2,10,1,0,0,0,30,11,0,0,15,3,24,1,30,0,0,4,1,5,0,3,64,0,0,31,0,2,3,1,1,7,0,0,5,9,3,9,1,1,0,0,0,2,4,0,0,0,9,54,2,1,8,0,5,26,1,3,173,90,1,3,0,0,1,2,939
2021-02-04,1,32,0,12,6,2,0,6,0,0,0,39,0,34,47,3,6,1,1,2,1,2,2,2,1,0,1,22,27,3,5,1,0,0,2,41,13,0,0,16,3,21,0,16,0,0,2,1,7,0,9,40,1,0,31,1,1,2,1,0,5,0,0,7,3,2,4,1,0,0,0,3,0,9,0,0,0,5,52,1,2,3,1,3,27,3,2,175,118,1,2,0,0,1,2,906
2021-02-05,1,14,0,10,3,0,0,4,0,0,1,32,0,30,33,1,22,0,4,2,1,0,1.5,3,1,1,1,15,36,1,10,1,0,0,0,29,11,0,0,11,6,19,0,14,0,0,1,2,3,0,7,51,1,1,28,0,2,3,1,0,6,1,0,5,2,6,2,0,0,0,0,2,0,4,0,0,0,10,55,1,1,3,0,2.5,14,2,1,199,110,1,2,1,0,1,2,861
2021-02-06,1,12,0,7,4,0,0,1,0,0,0,17,0,29,17,3,21,0,2,1.5,2,0,1,1,2,0,1,8,40,3,11,0,0,0,0,30,17,2,0,18,6,12,0,6,0,0,0,1,3,0,5,17,1,0,29,0,0,2.5,2.5,0,5,2,0,5,2,3,3,0,0,0,0,0,0,3,0,0,1,5,35,1,2,6,0,2,23,1,3,181,124,1,3,0,0,1,1,750
2021-02-07,1,7,0,6,4,0,0,4,0,0,0,17,0,28,14,1,9,0,3,1,1,0,1.5,6,1.5,0,1,19,63,3.5,8,0,0,0,2,25,9,0,0,11,10,22,2,16,0,0,0,2,5,0,4,21,0,0,37,0,0,2,4,0,2,1,0,3,1,1,5,0,0,0,0,0,0,3,0,0,1,8,35,1,0,4,0,4,22,1,1,175,142,1,1,0,0,2,1,786
2021-02-08,1,18,0,6,9,0,0,6,2,0,1,26,0,26,22,3,5,0,4,1,2,2,2,1,1,0,1,21,57,4,7,1,0,0,1,31,6,0,1,16,1,14,0,14,2,0,4,3,4,0,3,50,0,0,34,0,1,3,2.5,1,3,2,0,9,3,3,4,1,0,0,1,1,0,4,0,0,1,9,52,1,0,1,0,5,11,1,2,140,92,1,4,0,0,1,3,779
2021-02-09,0,17,0,7,20,0,0,9,0,0,0,37,0,18,31,2,8,0,2,1,1,1,3,3.5,0,0,1,15,64,5,69,0,0,0,0,37,14,0,0,20,1,13,0,19,0,0,2,1,6,0,11,47,2,0,36,2,1,4,1,0,5,3,1,2,2,5,5,1,0,0,1,1,1,5,0,0,1,6,42,1,2,6,0,1,23,0,3,180,104,0,1,2,0,2,2,956
2021-02-10,0,10,0,10,3,2,0,1,0,0,0,21,0,19,34,3,5,0,2,3,1,3,1,6,0,0,0,7,127,5,25,0,0,0,0,38,3,1,0,8,1,13,0,13,0,0,0,3,5,0,6,21,0,0,27,0,1,2,2,0,3,0,0,3,2,3,2,1,1,0,0,1,1.5,3,0,0,1,5,41,1.5,0,7,0,3,16,0,3,222,101,0,3,0,0,2,2,867
2021-02-11,0,17,0,7,2,1,0,1,0,0,0,22,0,24,29,3,13,0,2,1,1,1,1,7,1,1,0,11,67,4,14,0,0,0,0,38,12,0,0,12,4,25,0,21,1,0,0,1,2,0,14,35,0,1,15,0,0,1,1.5,0,1,0,0,7,2,4,8,1,0,0,0,1,2,1,0,0,0,5,46,2,0,9,0,2,30,1,2,156,107,0,5,0,0,1,1,827
2021-02-12,0,8,0,84,3,0,0,2,0,0,0,35,0,27,24,1,7,0,2.5,4,2,1,1,11,0,0,0,14,38,2,9,2,0,1,1,30,9,0,0,24,3,17,1,15,1,0,0,2,2,0,5,16,1,1,25,0,0,1,1,0,1,1,0,6,11,5,3,1.5,0,0,1,1,0,4,0,0,0,12,43,0,0,4,0,1,29,0,1,181,133,2,3,1,0,1,1,885
2021-02-13,0,15,0,33,3,0,0,4,0,0,0,41,0,31,16,1,12,0,3,2.5,1,1,3,6,0,0,0,16,62,2,9,0,0,0,0,39,12,0,0,22,2,20,1,6,0,0,3,1.5,7,0,7,24,0,1,16,0,0,3,1,1,5,2,0,7,1,15,8,2,0,0,0,1,0,2,1,0,1,5,39,0,1,9,0,1,41,0,3,194,109,1,5,0,0,1,1,899
2021-02-14,0,15,0,26,3,0,0,5,0,0,0,32,0,34,9,3,5,1,1,1,1,1,2,9.5,0,0,0,11,63,3,6,0,0,0,0,27,8,0,0,16,3,100,1,11,0,0,2.5,1,3,1,7,15,0,0,21,21,0,1,1,0,3,3,0,4,1,1,19,0,1,0,0,1,0,2,0,0,0,9,28,2,3,47,0,2,21,0,2,150,107,0,1,0,0,1,3,873
2021-02-15,0,7,0,29,3,0,0,2,0,0,0,44,0,19,37,1,13,0,1,5,2,1,4,13,1,1,0,18,50,3,10,0,0,0,0,42,10,0,0,15,2,91,2,14,0,0,2,1.5,1,0,7,20,0,0,19,12,0,8,1,0,7,1,0,9,1,1,11,0,0,0,0,0,0,2.5,0,0,0,3,21,0,2,8,1,2,36,2,1,179,135,0,2,1,1,1,2,951
2021-02-16,0,12,1,18,3,1,0,7,0,0,0,48,0,32,38,1,15,0,5,1,1,2,10,20,1,1,2,17,54,3,13,1,0,0,0,37,12,0,1,15,1,36,1,17,0,0,1,2,16,0,8,32,0,0,47,9,0,2,2,0,3,0,0,4,4,2,24,1,0,0,1,0,1,3,1,0,2,4,34,0,1,1,0,1,53,0,1,165,114,0,5,0,0,1,0,983
2021-02-17,1,22,0,24,6,1,0,5,0,0,0,37,0,16,28,3,16,0,3,2,1,3,1,22,2,2,0,16,27,1,6,0,0,0,0,29,11,0,1,15,1,44,0,22,0,0,1,1.5,3,0,4,35,2,0,32,3,2,1,0,0,1,0,0,8,2,2,2,1,1,0,0,0,0,1,1,0,0,7,30,0,2,6,0,2.5,33,0,2,152,93,1,8,0,0,1,0,810
2021-02-18,1,18,0,3,1,1,0,2,1,0,0,30,0,18,29,1,10,0,1,3,1,0,2,15,3,1,0,8,43,3,7,0,0,0,0,42,12,0,1,14,1.5,22,0,17,0,0,1,1,3,0,2,37,0,0,26,2,0,2,0,0,8,1,1,3,2,1,4,0,0,0,0,0,0,1,1,0,0,8,30,0,1.5,6,0,4,17,0,3,138,89,1.5,1,0,0,1,1,713
2021-02-19,0,13,0,3,5,1,0,7,0,0,0,27,0,17,24,2,9,0,1,4,1,0,2,6,0,1,0,15,39,3,11,3,0,0,1,46,9,1,1,35,2,19,1,12,0,0,1,1,4,0,3,17,0,0,32,0,0,1,0,0,2,2,1.5,3,1,3.5,6,0,0,0,0,0,0,2,2,0,1,4,31,0,1,4,0,5,25,0,2,169,82,2,7,0,0,1,1,744
2021-02-20,0,17,0,5,3,0,0,5,0,0,0,26,0,16,17,1,12,0,2,3,2,1,4,5,0,1,1,13,44,2,7,2,0,0,0,46,6,0,1,19,3,38,0,9,0,0,1,1,4,0,3,18,0,0,40,0,0,1.5,1,0,4,2,2,1,1,6,1,0,0,0,0,1,0,5,1,1,1,3,37,1,1,5,0,10,21,2,4,170,68,1,6,1,0,1,1,732
2021-02-21,1,18,2,6,3,0,0,6,0,0,0,29,0,23,8,1,8,0,3,2,2.5,1,1,4,1,0,1.5,14,39,4,5,1,0,0,0,69,15,0,0,20,4,28,0,12,0,0,1.5,0,4,0,5,14,0,0,27,0,0,2,1.5,0,3,2.5,1,2,1.5,1,1,0,0,0,0,3,1,4,0,0,1,6,27,2,1,4,1,6,27,0,2,155,63,1.5,3,2,0,1,1,701
2021-02-22,0,27,0,7,3,0,0,5,0,0,0,32,0,11,18,8,17,0,4,2,3,1,4,6,1.5,0,2,14,28,6,4,1,0,0,0,72,18,0,0,14,4,20,1,12,0,0,2,0,2,0,4,20,0,0,38,0,0,4,2,0,2,3,0,2,2,2,1,1,1,0,2,1,0,1,0,0,1,6,32,3,1,1,1,3,36,0,5,334,98,2,3,1,0,1,3,975
2021-02-23,0,20,0,5,0,0,0,2,0,0,0,55,0,14,23,5,8,0,2,4,0,1,1,5,2,0,1,15,36,3,9,1,0,0,0,91,19,0,0,25,0,36,2,16,0,0,1,0,7,0,2,30,0,0,30,0,1,4,0,0,2.5,2,0,2,1,4,3,0,0,0,1.5,2,0,4,0,0,1,1,33,1,2,5,0,4,36,0,1,163,106,2,6,1,0,1,3,861
2021-02-24,0,18,0,4,0,0,0,8,0,0,0,77,0,18,25,2,12,0,1,3,0,9,3,5,0,0,2,9,46,2,5,0,0,0,0,67,24,0,0,15,0,34,3,13,0,0,1,0,3,0,1.5,20,1,0,22,0,1,3,0,0,3,1,1,6,2,6,1,0,0,0,1,2,0,1,1,1,1,5,44,1,2,8,0,5,32,0,2,138,87,2,6,1,0,1,1,832
2021-02-25,0,15,0,3,4,0,0,3,0,0,0,67,1,15,34,3,14,1,2,1,0,2,1,8,0,1,5,24,37,3,8,0,0,0,0,30,9,0,0,14,1,26,2,10,0,0,1,2,3,1,1,17,1,0,21,0,0,3,0,1,1,1,1,6,2.5,3.5,1,1,0,0,1,0,0,4,0,0,1,3,26,1,3,6,0,2,26,0,3,122,86,2,1,1,0,1,1,712
2021-02-26,1,21,0,4,3,0,0,8,0,0,0,164,1,19,23,1,6,1,2,3,1,1,1,10,0,1,2,25,35,1,14,1,0,0,2,42,11,0,0,16,1,25,0,9,0,0,1,2,2,0,8,25,1.5,0,13,0,0,1,1,1,4,1.5,5,1,3,1,5,0,1,0,1,0,0,3,0,0,1,9,29,0,4,7,0,1,44,0,1,136,77,2,5,2,0,1.5,1,862
2021-02-27,1,20,0,2,1,0,0,7,0,0,0,134,1,18,17,1,12,1,2,2,1,3,0,7,0,0,2,18,37,1,10,1,0,0,1,39,17,2,0,28,2,27,0,9,0,0,1,0,1,0,2,17,2,0,24,11,0,5,0,0,1,2,1,3,3,5,1,1,0,1,0,0,0,1,1,0,1,2,35,0,3,3,0,3,29,1,1,174,95,2,4,1,0,2,3,876
2021-02-28,1,19,0,2,1,0,0,8,1,0,0,100,1,18,16,1,6,0,1,7,0,0,0,6,0,0,1.5,18,35,1,7,1,0,0,1,63,10,0,0,16,2,20,0,11,0,0,1,0,2,0,4,19,0,0,14,4,0,4,0,0,4,2,1,2,4,3,2,1,0,0,0,0,0,1,0,0,0,5,23,1,2,5,0,3,20,0,1,157,72,2,0,0,0,1,0,730
2021-03-01,1,16,0,4,1,1,0,7,0,0,1,102,1,9,28,1,11,0,0,5,0,0,5,4,2,1,1,14,48,3,7,0,0,0,1,55,6,0,1,14,1,36,1,13,1,0,3,0,4,0,7,25,0,2,22,6,0,3,0,0,7,1,1,2,2,1,0,1,0,0,1,0,0,2,0,0,0,5,32,1,5,3,0,3,48,0,2,103,102,2,0,0,0,1,0,814
2021-03-02,0,15,0,1,2,1,0,5,0,0,0,93,1,18,26,10,9,0,0,4,3,0,3.5,8,1.5,1,1,16,44,1,13,0,0,0,1,34,8,0,0,13,1,22,0,10,1,0,2,0,0,0,3,40,0,0,22,4,2,2,0,0,1,0,2,3,1,2,0,2,0,0,0,0,0,1,0,1,0,1,33,2,2,5,0,5,47,0,1,103,117,1.5,2,0,0,0,0,775
2021-03-03,0,17,0,1,0,1,0,5,0,1,0,180,1,23,29,1,21,0,2,2,1,0,2,6,1,1,1,42,69,1,12,1,0,0,1,36,6,1,0,12,0,34,0,16,0,0,5,1,0,0,1,35,1,0,20,3,1,3,0,2,4,0,5,5,2,3,1,0,0,0,0,0,0,3,0,0,0,4,34,4,2,7,0,1,25,0,1,102,132,1,5,0,0,0,0,948
2021-03-04,2,10,0,4,0,1,0,6,0,0,0,258,1,17,29,10,14,2,4,5,4,4,1,7,0,0,4,31,54,1,10,3,0,0,0,53,14,0,2,9,0,44,2,16,0,0,1,2,3,0,2,11,1,1,11,2,0,10,2,4,29,1,3,3,1,2,1,0,0,0,0,2,1,4,0,0,0,7,33,2,3,7,0,1,24,5,1,115,95,1,16,0,0,1,2,1048
2021-03-05,0,11,0,2,5,2,0,7,0,0,0,179,1,15,26,1,13,0,3,5,2,0,3,3,0,0,2,25,36,0,7,0,0,0,0,37,11,0,0,11,1,25,1,16,2,0,4,1,0,0,6,9,1,0,12,4,0,5,0,2,7,1,1,2,2,2,2,0,1,0,1,0,0,2,0,0,0,5,26,5,2,8,0,4,28,1,1,109,75,1,6,1,0,1,1,798
2021-03-06,0,9,0,4,1,0,0,6,0,0,0,199,0,14,14,5,14,0,2,1,2,0,2.5,7,0,0,4,17,26,0,9,0,0,0,0,43,15,0,0,21,1,42,1,13,0,0,3,1,0,0,2,30,1,0,17,4,0,1,0,0,1,1,0,2,2,3,3,0,0,0,0,0,0,1,0,0,2,3,15,0,1,4,1,3,25,0,2,124,95,1,3,0,0,1,0,821
2021-03-07,1,9,0,3,1,0,0,1,0,0,0,154,0,16,24,3,14,0,2,4,3,1,2,3,0,1,2.5,22,24,0,9,0,0,0,0,44,12,1,0,10,4,31,1,6,0,0,4,1,2,0,1,14,0,0,11,4,1,2,0,0,1,1,0,1,2,3,3,2,0,0,0,0,2,1,0,0,0,4,40,0,2,3,0,2,10,0,3,115,77,1,8,0,1,1,0,738
2021-03-08,1,4,0,4,1,0,0,2,0,0,0,135,1,7,25,1,16,0,2.5,5,2,1,1,3,1,0,1,16,22,0,4,0,0,0,0,32,13,0,0,7,2.5,62,1.5,10,0,0,5,1,1.5,0,0,9,0,0,20,1,0,2,0,0,3,0,0,3,4,1,2,1.5,1,0,0,0,0,2,0,1,0,2,20,2,1,3,0,1,8,1,3,75,104,1,7,0,0,1,0,670
2021-03-09,1,16,0,1,1,0,0,3,0,1,0,77,0,11,25,9,8,2,3,4,1,0,1,7,0,0,1,29,16,0,6,1,2,0,0,59,10,0,0,6,1,59,2,7,1,0,4,1,1,0,0,9,0,0,17,0,0,2,0,0,5,0,3,3,2,2,2,1,0,0,0,0,0,3,0,0,0,3,24,2,0,2,0,1,23,1,3,70,85,2,4,2,0,1,1,669
2021-03-10,1,19,0,3,3,0,0,5,0,0,0,100,0,15,25,1,19,0,2,4,1,0,1,6,0,0,1,14,19,0,12,1,0,0,0,41,12,1,1,10,0,41,1,7,0,0,3,2.5,2,0,1,22,0,0,8,0,3,1,1,0,18,2,3,3,3,5,2,1,0,0,1,0,0,1,0,0,1,8,21,2,0,5,0,1,29,1,3,94,126,2,3,0,0,1,1,755
2021-03-11,0,18,0,3,1,0,0,2,1,0,0,99,1,15,33,11,23,0,1,3,3,3,1,7,0,1,1,18,20,2,8,1,0,0,0,98,21,1.5,0,15,0,38,1,13,0,0,5,4,1,0,5,20,1,0,11,2,0,5,2,1,11,1.5,6,2,3,4,3,0,0,0,1,1,0,2,0,1,1,5,39,2,0,6,0,4,37,1,3,104,123,2,2,0,0,1,1,903
2021-03-12,0,21,0,2,3,0,0,4,0,0,0,80,0,14,22,1,12,0,3,2,2,4,2,7,0,1,1,16,27,1,5,1.5,0,0,0,59,15,2,0,15,1,69,1,12,2,0,7,2.5,0,0,3,16,0,0,12,1,0,1,1,2,9,1,1,2,1,2,4,0,0,0,0,1.5,1,1,0,1,1,6,27,2,0,3,0,2,10,0,2,110,124,2,4,0,0,1,2,785
2021-03-13,2,22,0,2,3,1,0,4,1,1,0,107,0,12,27,1,24,0,4,5,1,1,3,9,1,1,6,26,35,2,5,2,0,0,1,62,14,1,0,19,4,82,1,8,1.5,0,7,1,0,0,2,25,0,0,11,3,0,1,1,1,8,0,5,2,5,5,4,0,0,0,0,2,1,2,0,1,0,1,36,1,2,7,0,2,26,0,2,117,105,7,11,0,0,1,0,910
2021-03-14,1,12,0,6,2,1,0,6,0,1.5,0,89,3,19,26,12,15,0,5,2,1,0,3,3,1,1,4,30,37,3,4,3,0,0,0,63,88,0,0,17,2,90,1,6,1,0,2,2,1,0,2,18,0,0,11,2,0,1,1.5,1,37,0,6,3,5,1,2,1,0,1,0,0,1,4,0,1,0,2,65,1.5,1.5,6,0,4,32,2,3,72,114,5,18,0,0,2,0,992
2021-03-15,0,45,1,9,3,4,0,2,0,2,0,106,1,21,48,10,20,0,7,1,1,0,2,19,1,0,2,50,54,1,6,2,0,2,0,131,16,0,1,12,2,104,1,11,1,0,3,2,0,0,2,38,1,0,12,1,0,3,2,1,33,0,2,8,6,2,3,2,0,0,0,0,1,9,1,2,0,2,54,2,1,8,1,4,33,12,4,130,129,6,23,1,0,1,0,1251
2021-03-16,0,26,0,9,5,4,0,9,0,2,0,192,2,18,39,16,19,0,5,6,1,0,3,13,2,0,1,76,67,2,8,1,0,1,1,137,33,0,0,25,0,67,0,7,1,0,9,1,0,0,1,47,0,0,19,0,1,6,0,1,30,1,3,6,4,3,4,3,0,0,1,2,1,6,1,1,2,5,43,1,3,14,0,2,70,22,5,144,167,7,15,0,0,1,1,1477
2021-03-17,1,16,0,6,4,0,0,5,1,0,0,136,0,25,40,10,22,0,3,4,1,1,2,12,1.5,1,0,52,35,1,4,0,1,1,0,129,22,0,0,34,0,39,0,9,0,0,6,3,5,1,4,25,0,1,11,0,0,2,0,0,17,0,1,5,4,18,3,1,1,0,0,0,0,2,1,0,1.5,3,32,6,0,9,0,3,24,1,2,125,109,5,8,0,0,1,0,1068
2021-03-18,1,19,0,3,3,0,0,9,0,0,0,171,0,24,26,1,5,0,1,2,3,1,0,5,1,0,0,54,37,3,10,0,0,1,0,117,47,0,0,18,0,69,1,7,0,0,14,1,0,0,3,21,0,1.5,9,0,0,1,1,0,11,0,1,6,1,4,0,1,0,0,0,0,0,3,0,0,1,7,25,3,0,5,1,1,17,1,4,97,62,2,7,0,0,1,0,961
2021-03-19,1,17,0,6,3,0,0,11,0,0,0,128,0,15,13,2,6,0,6,3,1,1,0,6,0,0,1,32,43,1,8,2,0,1,0,161,48,0,0,17,0,29,0,6,0,0,2,1,0,0,4,24,0,2,16,1,0,1,0,1,82,0,2,2,2,5,0,1,0,0,1,3,0,2,0,0,2,3,29,0,1,6,1,1,13,0,5.5,93,93,5,9,0,0,1,0,988
2021-03-20,1,18,0,3,2,1,0,10,0,0,0,99,0,10,21,6.5,1,0,4,3,1,1,0,2,0,1,1,21,30,1,3,0,0,0,0,122,24,0,0,14,1,23,0,14,0,0,3,1,0,0,6,13,0,1.5,12,0,1,1,0,0,76,0,2,1,4,4,0,1,0,0,1,2,0,1.5,0,3,0,1,19,0,2,7,0,2,16,0,7,133,84,3,4,0,0,1,0,844
2021-03-21,1,13,0,3,2,1,0,7,0,0,0,84,0,11,17,11,7,0,2,2.5,1,0,1,1,0,0,1,18,43,1,4,0,0,0,0,142,22,1,0,12,2,28,0,6,0,0,2,1,1,0,3,15,0,1,19,0,1,3,0,0,24,0,1,2,2,3,1,1,0,0,0,1,0,1,0,0,0,2,19,1,2,7,1,1,23,0,4,105,78,2,4,0,0,1,0,782
2021-03-22,1,8,0,5,5,1,0,6,0,0,0,106,3,14,25,10,9,0,2,2,2,0,1,2,0,0,3,14,80,1.5,5,0,0,0,0,146,25,0,0,13,0,33,0,9,0,0,3,1,1,0,3,14,1,1,25,0,1,5,0,3,12,0,1,2,3,5,2,2,0,0,0,1,0,1.5,1,0,1,2,27,1,0,3,0,4,19,0,2,102,86,1,9,0,0,1,0,883
2021-03-23,0,13,0,3,5,1,0,38,0,0,0,87,2,19,30,1,10,0,1,1,1.5,0,1,6,2,0,1,20,133,2,3,0,0,0,0,111,21,0,0,14,0,27,0,9,0,0,3,1,1,0,2,13,1,1,57,0,1,3,3,1,14,0,1,2,5,4,2,2,0,0,0,0,0,2,12.5,0,0,4,29,2,0,3,0,4,24,0,3,246,65,6,3,0,0,1,1,1079
2021-03-24,0,15,0,5,4,1,0,35,1,0,0,97,1,13,25,8,6,0,1,3,1,0,1,11,1.5,0,1,22,83,2,4,2,0,0,0,126,25,0,0,17,0,35,0,7,0,0,6,2,2,0,3,23,1,3,23,2,1,1,1,0,18,0,1,3,5,8,4,2,0,0,0,0,0,2,24,0,0,5,20,1,1,2,0,3,59,0,2,118,78,5,11,0,0,1,0,1001
2021-03-25,0,33,0,3.5,6,0,0,12,1,1,0,78,1,18,31,6,14,2,2,2,1,1,1,14,1,0,1,26,40,2,2,2,0,0,1,126,36,0,0,12,0,28,0,8,0,0,15.5,2,2,0,1,16,1,1,22,0,0,4,0,0,8,1,5,3,3,27,3.5,1.5,0,1,0,1,0,1,0,1,1,5,33,0,2.5,7,0,5,27,0,2,112,61,3,16,0,0,1,0,889
2021-03-26,1,21,0,2,2,0,0,3,1,0,0,115,0,17,26,9,13,0,0,1,1,1,1,6,0,1,1,18,47,4,2,2,1,0,0,108,29,0,0,12,0,29,1,6,1,2,25,2,4,0,2,48,0,1,7,0,0,2.5,0,1,9,1,2,6,2,3,3,1,0,0,0,0,0,1,0,1,1,11,21,0,4,5,0,4,15,0,1,88,83,4,20,0,0,1,0,872
2021-03-27,0,20,0,3,2,1,0,8,0,0,1,103,0,19,35,11,10,0,0,1,1,1,1,3,0,0,1,26,46,3,2,1,0,0,0,101,24,1,0,16,1,25,3,9,0,0,12,1,0,0,1,25,0,1,17,0,0,1,0,1,18,1,1,1,8,3,1,0,0,0,1,0,0,1,0,1,0,4,15,0,2.5,3,0,4,13,1,1,90,67,2,4,0,0,2,0,788
2021-03-28,0,37,0,3,3,1,0,7,0,0,0,78,0,17,40,10,13,1,1,1,1,1,0,20,1,0,1,28,51,2,4,1,0,0,0,128,16,0,0,14,1,32,3,8,0,0,9,0,0,0,2,21,0,0,12,0,1,4,1,1,30,2,3,2,5,7,1.5,0,0,0,1,0,0,1,0,1,0,2,27,0,1,5,1,2,29,0,1,103,60,4,15,0,0,1,3,885
2021-03-29,0,36,0,23,4,1,0,7,1,1,0,63,1,21,41,2,7,1,1,1,1,0,0,21,1,0,1,27,48,1,4,1,0,0,0,203,17,0,0,15,0,43,0,12,0,0,11,0,0,0,1,11,1,0,18,0,0,58,1,2,34,0,2,3,4,13,2,0,0,0,1,0,0,3,0,1,1,5,28,0,0,1,0,8,74,0,8,91,97,4,14,1,0,1,0,1118
2021-03-30,1,23,0,13,5,3,0,10,1,0,0,60,0,12,26,2,18,0,1,4,1,0,0,18,1,0,0,40,44,0,7,3,0,0,0,186,34,0,1,32,0,31,0,30,0,0,6,0,0,0,4,20,0,0,19,0,0,2,2,1.5,43,0,2,3,7,8,2,2,1,0,0,1,0,4,0,0,1,14,33,2,0,1,0,6,66,0,1,79,103,2,15,0,0,1,1,1074
2021-03-31,0,38,0,17,5,3,0,4,1,0,0,88,0,38,48,1,15,0,2,1,1,1,1,24,0,0,0,80,36,0,11,2,0,0,0,197,20,0,0,23,1,23,0,3,1,0,10,0,2,0,5,27,0,2,13,0,1,2,0,1,31,4,2,2,10,2,2,0,1,1,0,2,0,1,0,0,2,7,49,1,6,6,1,6,56,1,2,100,129,9,19,0,0,1,0,1218
2021-04-01,0,29,0,13,4,3,0,3,1,0,0,72,0,84,35,24,20,1,1,1,1,1.5,1,18,0,1,2,25,47,0,2,1,0,1,0,151,28,0,0,12,1,37,1,15,1,0,4,2,0,0,1,22,1,1.5,19,0,1,1,0,1,17,0,1,1,5,4,1,0,1,0,0,2,0,1,0,0,0,8,28,3,3,2,0,3,29,3,2.5,73,102,4,12,1,0,1,0,1009
2021-04-02,0,18,0,3,3,4,0,4,1,0,1,58,0,39,37,10,13,1,1,1,1,2,0,16,0,1,1,23,27,2,8,0,0,0,0,173,33,0,0,8,1,37,1,14,1,0,5,1,0,0,2,18,1,1,10,1,1,6,0,1,11,0,0,3,6,3,1,0,0,0,0,1,0,1,0,0,0,6,20,3,2,5,0,2,37,2.5,3,64,92,3,8,1,0,1,1,866
2021-04-03,0,37,0,3,2,9,0,9,0,0,0,70,0,39,29,10,10,0,1.5,2,1,0,0,13,1,1,1,19,37,0,8,0,1,0,0,202,36,0,0,15,0,25,1,12,1,1,2,1,2,0,3,17,0,2.5,15,0,0,1,0,0,15,0,0,1,4,7,0,0,0,0,0,2,0,2,1,0,2,6,28,0,1,4,0,2,29,2,3,55,85,4,5,0,0,1,0,899
2021-04-04,0,16,0,2,6,6,0,4,0,0,0,52,0,31,26,8,16,0,2,2,1,0,0,1,0,1,1,15,52,0,3,0,0,0,1,224,9,0,0,9,2,25,3,7,0,0,2,1,2,0,2,19,0,4,14,0,0,2,0,0,10,0,2,3,7,3,0,1,0,0,0,0,0,3,0,0,2,1,23,0,1,4,1,3.5,14,0,2,59,62,5,17,0,0,1,0,801
2021-04-05,0,45,0,2,3,4,0,4,0,0,0,43,1,38,30,3,24,0,1.5,2,1,0,0,4,0,3,0,26,50,2,4,0,0,0,1,173,33,0,1,5,0,29,2,12,0,0,1,1,1.5,0,1,12,0,1,13,0,0,0,0,0,12,0,4,1,5,3.5,1,1.5,0,0,1,0,0,1,0,0,1,5,25,1,0,9,0,5,33,0,1,82,89,1,18,0,0,1,0,883
2021-04-06,1,36,0,5,2,5,0,4,1,0,0,65,0,25,29,2,27,0,1,2,1,0,0,6,0,0,0,24,31,0,8,0,0,0,0,319,29,0,1,11,0,21,1,13,1,0,3,1,1,0,9,20,3,0,16,0,0,0,0,0,21,1,5,1,4,4,0,2,0,0,0,0,3,1,0,0,2,4,32,3,0,1,0,4,56,0,3,71,92,1,18,0,0,1,0,1060
2021-04-07,0,58,0,6,4,8,0,2.5,0,0,0,68,0,50,34,11,37,0,1,2,1,0,1,9,2,0,0,8,40,0,3,0,0,0,0,362,45,1,1,5,0,20,1,12,0,0,3,1,2,0,1,21,0,0,13,1,1,3,0,1,9,1,3,2,5,6,0,1.5,0,0,0,0,0,1,0,0,3,1,40,2,0,2,0,15,46,0,4,68,109,4,22,0,0,1,0,1194
